,index,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
19124,42111,gdb_42112,C1CCC=CC=CCC1,1.99213,1.68815,1.06153,0.3266,93.39,-0.2275,0.0035,0.2311,1225.8756,0.208247,-351.164109,-351.155412,-351.154468,-351.197187,34.475
19125,43765,gdb_43766,O=C1CC2(NC12)C1CC1,3.73735,1.11131,0.99482,4.1316,77.54,-0.2314,-0.0147,0.2168,1219.6998,0.147482,-401.903467,-401.895472,-401.894527,-401.936589,30.833
19126,122356,gdb_122357,COCCC1C(C)N1C,3.2854,0.71411,0.66584,1.4772,87.32,-0.2128,0.0789,0.2917,1828.5528,0.214896,-405.504826,-405.49356,-405.492616,-405.542202,39.547
19127,43440,gdb_43441,N=C1CC2(CC2)C(=O)O1,3.03284,1.47177,1.08151,2.8895,71.26,-0.2758,-0.0124,0.2634,1088.2573,0.125091,-437.936019,-437.928391,-437.927446,-437.968934,28.849
19128,39153,gdb_39154,C1C2OCC3=CCN1C23,3.02488,2.05724,1.49154,1.1968,75.67,-0.2215,-0.0052,0.2163,895.7926,0.151184,-401.908606,-401.902257,-401.901313,-401.939046,26.565
19129,85082,gdb_85083,OC1CC(=O)C(O)C=C1,2.2862,1.60168,1.39139,4.8884,69.21,-0.2304,-0.0362,0.1942,1008.3343,0.13624,-458.976927,-458.968753,-458.967809,-459.009741,31.465
19130,22144,gdb_22145,CC(=NO)CCCC#N,4.71492,0.55127,0.53916,3.8331,80.69,-0.2518,0.0001,0.2519,2009.3588,0.156962,-419.19291,-419.182406,-419.181461,-419.229948,36.302
19131,285,gdb_286,CC([NH3+])C([O-])=O,4.85146,3.44622,2.14957,5.0933,45.76,-0.251,0.0174,0.2683,578.6969,0.108391,-323.665247,-323.658667,-323.657723,-323.695493,23.344
19132,17224,gdb_17225,N#CC12CC3CN1C23,5.43501,1.73748,1.57186,5.2791,66.57,-0.2657,0.0108,0.2765,803.8013,0.109159,-341.526772,-341.520781,-341.519837,-341.55677,23.47
19133,113922,gdb_113923,CC(O)CC1CC1CO,3.56592,0.69744,0.6423,2.5209,82.94,-0.2529,0.0706,0.3235,1816.5147,0.203391,-425.405075,-425.394093,-425.393149,-425.442126,39.675
19134,61378,gdb_61379,OC(CC(=O)C=O)C#C,2.94341,1.01985,0.8834,1.7746,68.99,-0.2571,-0.1031,0.154,1298.807,0.108296,-457.735414,-457.725755,-457.724811,-457.770768,33.577
19135,96165,gdb_96166,OC1CCCC2OC2C1,2.5173,1.40169,0.98341,2.9943,77.42,-0.2581,0.0726,0.3306,1220.639,0.184297,-424.220465,-424.212202,-424.211257,-424.252946,33.01
19136,128707,gdb_128708,COc1nc(on1)C#C,7.29572,0.92661,0.82649,0.3094,71.57,-0.2621,-0.0599,0.2022,1307.9717,0.088284,-452.702078,-452.694137,-452.693193,-452.734877,28.161
19137,44258,gdb_44259,O=C1CN2C1CCC2=O,3.08338,1.48471,1.11928,2.4135,69.41,-0.2559,-0.0411,0.2148,1052.7643,0.125551,-437.923684,-437.916343,-437.915399,-437.955931,27.716
19138,21605,gdb_21606,NC1=CON=NC1=N,3.4994,2.36568,1.41292,3.3535,64.75,-0.2184,-0.0716,0.1469,792.0501,0.084171,-410.78883,-410.782166,-410.781222,-410.819473,25.403
19139,7629,gdb_7630,CC(C)C1CC(=N)O1,4.15022,1.30686,1.26536,2.8419,72.81,-0.2588,0.0298,0.2886,1065.4792,0.164859,-365.074992,-365.066481,-365.065537,-365.108123,31.546
19140,90733,gdb_90734,CC1CC2C1CNC2=O,3.09415,1.3433,1.06139,3.7887,78.86,-0.2344,0.0342,0.2686,1176.5544,0.173211,-403.193171,-403.184989,-403.184045,-403.226073,31.633
19141,119392,gdb_119393,COCC12CC(C1)C=C2,4.02001,1.02726,0.97216,1.0508,84.15,-0.2213,0.0192,0.2406,1322.0007,0.182855,-387.043708,-387.035253,-387.034308,-387.077168,32.68
19142,116794,gdb_116795,CC#CCCN=COC,8.63404,0.42026,0.41381,2.9486,91.1,-0.2379,0.0193,0.2572,2641.511,0.167462,-403.12004,-403.108558,-403.107614,-403.159993,37.376
19143,86126,gdb_86127,CC1CN(C)C(=N)C1=O,2.45826,1.53035,0.98551,4.1478,79.58,-0.2243,-0.0557,0.1687,1211.2373,0.159539,-419.249891,-419.240584,-419.23964,-419.284229,33.451
19144,114547,gdb_114548,CCC1CC2CC1(C)O2,2.60987,1.35496,1.08472,1.6121,84.73,-0.2374,0.0848,0.3222,1241.7211,0.206188,-388.287433,-388.278508,-388.277564,-388.320647,35.271
19145,50020,gdb_50021,O=CC1CC11NCC1=O,3.03353,1.0872,1.00235,4.2135,73.18,-0.2426,-0.05,0.1926,1217.3635,0.122642,-437.869405,-437.861029,-437.860085,-437.903064,30.4
19146,73236,gdb_73237,NC12COC1COC2=O,2.2942,1.93692,1.43228,3.032,63.82,-0.2566,-0.002,0.2546,941.4349,0.125757,-475.035384,-475.027834,-475.02689,-475.067435,28.677
19147,16404,gdb_16405,O=C1COC2CC1C2,3.49119,2.23831,1.74748,2.506,64.01,-0.2438,-0.0162,0.2276,776.3334,0.132111,-383.742024,-383.735544,-383.7346,-383.772917,25.153
19148,74194,gdb_74195,CC1=CC(=O)OC=NC1,2.44544,1.62746,1.03578,3.4374,73.71,-0.2646,-0.0527,0.212,1119.8886,0.124385,-437.925744,-437.917658,-437.916714,-437.958748,29.66
19149,28332,gdb_28333,c1c(nc2n1CCN2)O,4.84605,1.25957,1.0182,3.7683,71.56,-0.1731,0.0527,0.2258,1114.2306,0.128302,-434.102718,-434.09552,-434.094576,-434.134201,28.081
19150,81431,gdb_81432,CC1C2CC1C1(O)CC21,3.21598,1.40743,1.30755,1.2609,81.66,-0.2417,0.0843,0.326,1082.1755,0.183893,-387.045808,-387.037953,-387.037009,-387.077402,32.863
19151,119852,gdb_119853,OCCC1=CCC2NC12,4.03191,0.86295,0.78093,2.7936,81.51,-0.2264,0.0191,0.2455,1495.7824,0.171884,-403.124341,-403.115578,-403.114634,-403.158494,32.868
19152,1373,gdb_1374,C#CC(=O)NC=N,8.17957,1.59325,1.33351,5.1914,58.24,-0.2549,-0.0509,0.204,827.4768,0.077374,-339.418028,-339.410839,-339.409895,-339.449597,24.471
19153,126675,gdb_126676,CCCOc1ncon1,6.61838,0.73431,0.66922,0.7075,70.75,-0.2645,-0.0179,0.2466,1648.9284,0.136107,-455.145567,-455.137015,-455.136071,-455.179972,29.98
19154,119830,gdb_119831,CCCC1=CCC(O)C1,4.04077,0.75207,0.70408,1.7411,88.97,-0.2343,0.0251,0.2594,1720.9816,0.205703,-388.313712,-388.303892,-388.302948,-388.348992,36.802
19155,58383,gdb_58384,CN(C)C(CC#N)C=O,2.38411,1.13409,0.93225,2.5162,76.83,-0.2186,-0.046,0.1726,1312.8518,0.156404,-419.208062,-419.197698,-419.196754,-419.244159,35.889
19156,30996,gdb_30997,C(c1c([nH]c(=O)[nH]1)O)O,2.38602,1.3438,0.89911,3.8404,65.22,-0.1954,0.027,0.2224,1219.8982,0.112556,-491.127119,-491.118217,-491.117273,-491.160975,32.216
19157,99746,gdb_99747,CCC(C(C)O)C(N)=O,1.82364,1.39639,1.00549,2.3816,78.36,-0.2411,0.0315,0.2726,1312.3369,0.191787,-441.527246,-441.515896,-441.514952,-441.563944,40.72
19158,19517,gdb_19518,COC1C2CC=CC12,3.54053,1.83493,1.71935,0.8756,72.61,-0.2174,0.0247,0.2421,866.1315,0.154624,-347.786203,-347.77888,-347.777935,-347.817719,28.025
19159,45057,gdb_45058,O=C1NC2CC2C11CC1,2.54742,1.84232,1.27402,3.527,76.29,-0.237,0.0274,0.2644,1010.3201,0.149683,-401.97021,-401.962762,-401.961818,-402.001953,29.936
19160,86950,gdb_86951,OC1CC(NC=O)C1O,3.96775,0.91768,0.81901,3.9123,70.06,-0.2438,0.0335,0.2773,1380.3092,0.147104,-476.229755,-476.220562,-476.219618,-476.264517,33.508
19161,29516,gdb_29517,Cc1coc2c1OCC2,3.03757,1.58733,1.06482,0.5826,75.41,-0.1892,0.0238,0.213,1107.6382,0.137405,-421.843953,-421.836133,-421.835188,-421.876572,29.062
19162,104167,gdb_104168,CCC1(C)CC(O)CO1,2.49316,1.25545,1.12537,1.3768,80.94,-0.2455,0.0684,0.3139,1250.8632,0.205037,-425.442416,-425.43264,-425.431696,-425.476826,37.624
19163,103215,gdb_103216,CCC1(C)C2C3CN2C13,3.39889,1.29903,1.12675,1.6357,86.28,-0.2263,0.0806,0.307,1190.6763,0.193931,-367.118627,-367.110072,-367.109127,-367.151524,33.876
19164,97781,gdb_97782,CCC#CC1OC1C#N,3.14139,0.78894,0.66749,3.636,80.19,-0.2658,-0.0124,0.2534,1672.2878,0.122183,-400.708743,-400.699251,-400.698307,-400.745408,32.49
19165,15879,gdb_15880,OC1CC(O)C1C=O,2.25336,2.23782,1.2746,5.4813,61.35,-0.2374,-0.0116,0.2258,942.2932,0.128391,-420.859056,-420.850624,-420.84968,-420.89223,30.253
19166,31225,gdb_31226,CCc1c(ocn1)CC,2.35991,1.27613,0.90199,1.7519,82.24,-0.2259,0.0108,0.2368,1359.8614,0.171181,-403.201118,-403.191785,-403.190841,-403.236089,33.635
19167,35654,gdb_35655,C#CC1COC(=N1)C#N,4.27609,1.0138,0.88536,4.7247,71.9,-0.2844,-0.064,0.2204,1239.4776,0.088897,-415.583562,-415.575552,-415.574608,-415.617278,28.246
19168,41797,gdb_41798,C1OC2CC=CCC1O2,2.32621,2.05033,1.50901,1.2552,75.34,-0.2416,0.0215,0.2631,953.7266,0.162353,-423.041509,-423.034276,-423.033331,-423.07323,28.641
19169,85622,gdb_85623,CN1CC(=CC1=O)C#C,3.96139,1.07156,0.85245,3.9285,84.49,-0.2404,-0.0573,0.1831,1297.6887,0.123698,-400.769261,-400.760627,-400.759683,-400.802658,31.43
19170,19232,gdb_19233,CC1C2CN2C1C#N,3.0016,2.11405,1.58223,3.912,67.9,-0.256,0.0077,0.2637,845.1259,0.131158,-342.751413,-342.744038,-342.743094,-342.782957,27.496
19171,109732,gdb_109733,CC1C(CO)N1C(N)=O,2.04049,1.60391,1.06426,5.0056,72.84,-0.2454,0.0295,0.2748,1172.5193,0.159292,-456.359468,-456.350075,-456.349131,-456.393436,35.082
19172,34397,gdb_34398,C#CC12COC1CCC2,2.32338,1.65909,1.25302,1.3819,80.55,-0.2512,0.04,0.2912,1074.0433,0.160022,-385.852368,-385.844302,-385.843358,-385.884992,31.554
19173,6402,gdb_6403,COC(C)CC(C)=O,3.13137,1.26187,1.05471,1.9133,72.18,-0.2418,-0.0069,0.2349,1219.6651,0.172936,-386.159167,-386.148868,-386.147924,-386.195643,35.313
19174,64466,gdb_64467,CC1(CCOCC=C1)C,2.53718,1.33084,1.112,1.194,88.14,-0.2397,0.024,0.2636,1235.8234,0.206124,-388.295473,-388.286235,-388.285291,-388.329027,36.278
19175,7310,gdb_7311,CC(OC=O)C(C)=O,3.58458,1.28429,1.00035,1.5583,62.95,-0.2606,-0.0316,0.229,1130.2382,0.126477,-420.921548,-420.912306,-420.911362,-420.956836,31.209
19176,9573,gdb_9574,NC1(CC1C#N)C#N,4.42661,1.32741,1.2691,2.4732,64.66,-0.2901,-0.0142,0.2759,953.0072,0.095903,-357.648493,-357.640789,-357.639845,-357.680486,27.748
19177,54983,gdb_54984,CC(=O)N1CC12COC2,3.54097,1.13121,0.97928,3.8856,73.74,-0.2474,0.001,0.2485,1238.1879,0.145892,-439.059892,-439.050905,-439.049961,-439.094375,31.966
19178,87948,gdb_87949,OC1CC11COC(=O)O1,3.82239,1.15888,1.05417,5.942,62.03,-0.2753,0.0401,0.3154,1125.2259,0.112149,-494.924534,-494.91673,-494.915786,-494.95743,28.801
19179,23873,gdb_23874,OC(C#N)C(F)(F)F,3.06645,1.76273,1.42296,2.0789,40.76,-0.3327,-0.0105,0.3222,817.7646,0.055896,-544.965185,-544.957689,-544.956745,-544.99759,25.742
19180,53314,gdb_53315,CC#CC1CC2(C)OC12,5.20758,0.78762,0.75489,1.5792,86.08,-0.233,0.0536,0.2866,1590.1575,0.156703,-385.836839,-385.827176,-385.826232,-385.873208,34.457
19181,75559,gdb_75560,CC1=CCCCC1C=O,2.44974,1.33676,0.9297,2.7802,86.1,-0.2372,-0.0207,0.2165,1292.9553,0.182639,-387.127499,-387.118398,-387.117454,-387.161739,34.045
19182,120652,gdb_120653,CCCC1CC11COC1,4.17124,0.73031,0.68362,2.0033,86.86,-0.2389,0.0724,0.3113,1750.7057,0.204914,-388.258605,-388.248784,-388.24784,-388.294107,35.968
19183,43652,gdb_43653,N=C1NC(CC1=O)C#N,2.88152,1.28424,1.06196,3.7081,68.62,-0.2629,-0.0799,0.183,1108.6939,0.102245,-432.906756,-432.898926,-432.897982,-432.93989,28.523
19184,3884,gdb_3885,NC1=NOC(=N)N1,7.52742,2.23694,1.73044,4.3517,50.01,-0.2179,0.027,0.2449,661.9396,0.080183,-372.747155,-372.741143,-372.740199,-372.776711,22.46
19185,2781,gdb_2782,CCN1CCC1=O,4.33236,2.10196,1.5648,3.6256,62.9,-0.2399,0.0391,0.2791,815.7186,0.137018,-325.80555,-325.798118,-325.797174,-325.837693,25.99
19186,24858,gdb_24859,N=C1OC(=O)C=NC=C1,2.42048,1.84677,1.11567,1.6526,71.57,-0.2653,-0.104,0.1613,1009.581,0.089844,-452.769666,-452.762371,-452.761427,-452.802291,26.543
19187,95691,gdb_95692,CC1CCOC(=N)CO1,3.01295,1.26043,0.96912,3.8309,77.81,-0.2575,0.0206,0.2781,1249.6965,0.171936,-440.296691,-440.288105,-440.287161,-440.329884,32.9
19188,108884,gdb_108885,CCC1=NC(CO1)C#C,3.17004,1.0584,0.85917,1.262,79.35,-0.2514,0.0204,0.2718,1373.0135,0.14656,-401.938006,-401.928746,-401.927802,-401.973388,33.04
19189,31805,gdb_31806,CCc1cnc(nc1)C,4.57789,0.9776,0.87172,2.0698,85.76,-0.2394,-0.0327,0.2067,1396.4755,0.160005,-382.143492,-382.134459,-382.133515,-382.179172,32.156
19190,21631,gdb_21632,NC1=NC=NOC1=N,3.48222,2.4877,1.45106,2.8703,61.78,-0.2393,-0.0602,0.1791,776.2455,0.085602,-410.834295,-410.827774,-410.82683,-410.864926,24.499
19191,83387,gdb_83388,OC1C2COC11CCC21,2.737,1.73041,1.57297,2.7311,74.8,-0.2225,0.0653,0.2878,950.452,0.160731,-422.948863,-422.941644,-422.940699,-422.979924,30.105
19192,31856,gdb_31857,Cc1cnc(cn1)OC,5.06106,1.04589,0.87623,1.2858,80.77,-0.2318,-0.0393,0.1925,1314.5197,0.136601,-418.064662,-418.056213,-418.055269,-418.098093,30.462
19193,106934,gdb_106935,COC12CC1C(=O)CC2,3.74528,1.13742,1.0205,3.8967,76.2,-0.2356,-0.0103,0.2253,1214.8133,0.158802,-423.036948,-423.028412,-423.027468,-423.070225,32.286
19194,4912,gdb_4913,CCc1cc(oc1)N,5.19792,1.2494,1.07494,1.5259,71.95,-0.1813,0.0431,0.2244,1119.19,0.142706,-363.896122,-363.887946,-363.887002,-363.928865,30.205
19195,45828,gdb_45829,O=C1OC=NC2CNC12,2.75543,1.85829,1.26929,2.9245,66.06,-0.2472,-0.0341,0.2131,951.6712,0.115311,-453.955644,-453.948773,-453.947829,-453.987283,26.101
19196,4565,gdb_4566,Cc1ccc(nc1)C,5.55465,1.47713,1.18391,1.9275,78.91,-0.2402,-0.0184,0.2218,1028.8444,0.143123,-326.803047,-326.795149,-326.794205,-326.836306,28.329
19197,116953,gdb_116954,COCC#CCC(C)O,4.47724,0.52499,0.48391,1.4049,85.95,-0.2432,0.0364,0.2796,2283.0799,0.178928,-424.184649,-424.17329,-424.172346,-424.223464,38.987
19198,38674,gdb_38675,C1C2CC1CC1OC1C2,2.52325,1.86703,1.42936,1.6687,80.73,-0.251,0.0793,0.3303,998.4249,0.186152,-387.075878,-387.068763,-387.067819,-387.106959,29.881
19199,101370,gdb_101371,CCC(O)C1OC2CC12,3.36492,1.00646,0.89908,1.1591,78.35,-0.2366,0.0639,0.3005,1388.3543,0.181099,-424.180337,-424.170982,-424.170038,-424.214729,35.177
19200,117960,gdb_117961,COC(=N)C(O)CCO,3.51185,0.85479,0.72614,4.2606,73.36,-0.2543,0.0396,0.294,1570.7545,0.169555,-477.422719,-477.412386,-477.411442,-477.458611,36.898
19201,63909,gdb_63910,CC1(O)CC2CC2C=C1,2.99396,1.35873,1.21818,1.5607,83.43,-0.2375,0.0108,0.2484,1133.397,0.183106,-387.093494,-387.084905,-387.083961,-387.126146,34.53
19202,23197,gdb_23198,CCC12CC1CC2=NO,2.20989,1.42037,0.96674,1.0748,83.89,-0.2278,0.0182,0.246,1270.8724,0.16977,-403.086439,-403.077225,-403.076281,-403.120456,34.826
19203,93379,gdb_93380,CN1CCC(=O)C2CC12,2.92623,1.41481,1.05515,3.2617,80.59,-0.2118,-0.012,0.1998,1167.5249,0.171887,-403.151925,-403.143582,-403.142638,-403.185021,32.257
19204,34281,gdb_34282,C#CC12COC(C1)C=C2,3.50574,1.45553,1.31557,1.0829,78.34,-0.2441,0.0013,0.2454,998.7959,0.137001,-384.650667,-384.643517,-384.642573,-384.681865,29.472
19205,105255,gdb_105256,CCC1(CN1C)C1CC1,1.80708,1.52399,1.05886,1.2085,89.84,-0.2209,0.09,0.3109,1312.9458,0.216214,-368.373467,-368.363275,-368.36233,-368.408751,38.362
19206,65574,gdb_65575,CC1(CC2CC2C1)C#N,3.23803,1.2209,1.17632,4.0756,81.92,-0.2836,0.0421,0.3257,1147.8664,0.172473,-366.033344,-366.024972,-366.024028,-366.065968,32.808
19207,129396,gdb_129397,c1(nc(on1)N)C(=N)N,4.35615,1.13068,0.90019,5.6005,66.83,-0.2337,-0.0274,0.2063,1207.153,0.102438,-466.198013,-466.189935,-466.188991,-466.230848,30.255
19208,35445,gdb_35446,C#CC1CC2NC12C#N,2.46012,1.43871,1.09588,3.4461,77.7,-0.2576,0.0006,0.2581,1107.9189,0.112372,-379.600698,-379.592713,-379.591769,-379.633371,30.108
19209,29103,gdb_29104,NC1=COC(=N)C(=O)N1,3.0752,1.46678,0.9961,6.3982,69.85,-0.2088,-0.0396,0.1692,1100.0693,0.102215,-470.036959,-470.029101,-470.028156,-470.069504,29.616
19210,10985,gdb_10986,CC12CCC(O1)C2O,2.9176,2.39109,1.73367,1.385,66.73,-0.251,0.0838,0.3348,823.3173,0.15451,-384.927351,-384.920158,-384.919213,-384.958179,28.891
19211,115712,gdb_115713,CCC1COC1C(C)O,2.73118,1.07024,0.92499,1.6255,81.58,-0.2495,0.07,0.3195,1412.6009,0.20465,-425.415978,-425.405794,-425.40485,-425.451319,37.617
19212,108061,gdb_108062,CCC12CC3CC1(C)N23,2.64784,1.55125,1.14489,1.5712,85.96,-0.2326,0.092,0.3246,1169.3677,0.19441,-367.173852,-367.165015,-367.164071,-367.207174,34.394
19213,36509,gdb_36510,C#CCC1COCC=C1,4.12703,0.95096,0.81413,0.8738,83.6,-0.2451,0.0179,0.263,1398.8381,0.1592,-385.859316,-385.850698,-385.849754,-385.89284,32.773
19214,18403,gdb_18404,C1C2COCCOC12,3.28784,2.21061,1.49394,0.4307,67.69,-0.2352,0.0865,0.3217,861.8279,0.156023,-384.915195,-384.908453,-384.907509,-384.94581,27.005
19215,72432,gdb_72433,CC12CC(CO1)N1CC21,2.56184,1.96328,1.67156,0.7348,77.16,-0.2226,0.0885,0.3111,929.4119,0.173442,-403.122656,-403.115642,-403.114698,-403.153418,29.969
19216,63156,gdb_63157,CC1(C)C2CCC=CC12,2.94031,1.28603,1.18491,0.2399,91.67,-0.2235,0.0239,0.2473,1205.0861,0.206984,-351.167343,-351.158466,-351.157522,-351.200199,35.465
19217,64012,gdb_64013,CC1(CC=CC(=O)O1)C,2.51808,1.51937,1.2025,4.8437,77.62,-0.2586,-0.043,0.2156,1106.3312,0.158567,-423.086287,-423.077657,-423.076713,-423.119113,33.356
19218,104604,gdb_104605,CC(C)CC1(CO)CO1,2.79102,0.93224,0.89009,1.8053,81.58,-0.2612,0.0781,0.3393,1480.785,0.203609,-425.412043,-425.401576,-425.400632,-425.447802,38.915
19219,67573,gdb_67574,OC12C3CN3C3C1CC23,2.96742,2.00129,1.5118,0.7821,74.24,-0.2317,0.0679,0.2996,899.8866,0.149751,-401.866077,-401.859495,-401.85855,-401.896478,28.214
19220,73199,gdb_73200,OC12CCC1NC2C=O,2.49406,1.42157,1.26627,1.8426,72.15,-0.2367,-0.03,0.2067,1076.5907,0.146177,-439.046856,-439.038153,-439.037209,-439.08099,32.253
19221,92588,gdb_92589,CC12OCCC1CC2O,2.04279,1.73218,1.56723,2.3675,77.58,-0.2368,0.069,0.3058,1038.0799,0.182941,-424.225411,-424.216841,-424.215897,-424.258171,33.797
19222,55782,gdb_55783,CC(=O)NC1=NCCO1,4.55513,0.95832,0.80369,4.2266,72.7,-0.2355,-0.0007,0.2348,1405.4752,0.136008,-455.196251,-455.187101,-455.186156,-455.232161,31.139
19223,103101,gdb_103102,CCC1(O)C(C)C1C#N,1.84328,1.47531,1.11821,3.1458,80.11,-0.2615,0.0317,0.2932,1221.0471,0.16859,-403.160767,-403.150544,-403.149599,-403.195727,37.368
19224,76410,gdb_76411,CC1C(O)C1(C)N1CC1,2.77156,1.15411,1.04922,0.6618,83.34,-0.2221,0.0722,0.2943,1286.4798,0.191936,-404.29618,-404.286072,-404.285128,-404.33093,37.979
19225,57684,gdb_57685,CC(C)(C#N)NCC#C,3.30314,0.95364,0.91004,4.1929,81.31,-0.248,0.0209,0.2689,1349.979,0.156522,-382.036666,-382.026322,-382.025378,-382.07254,37.901
19226,59342,gdb_59343,CC(C)N1CC(C)C1=O,2.77606,1.1116,0.99547,3.3888,83.92,-0.2352,0.037,0.2722,1352.5692,0.192959,-404.386732,-404.376438,-404.375494,-404.422843,37.07
19227,42064,gdb_42065,C1CC#CCOCC=C1,2.78969,1.48624,1.05423,1.3397,83.71,-0.2313,-0.0013,0.23,1149.2419,0.160211,-385.836214,-385.827853,-385.826908,-385.868879,32.127
19228,44606,gdb_44607,O=C1CN2C3CCC1C23,2.82202,1.85287,1.48116,2.5904,73.52,-0.2308,-0.0202,0.2106,927.9167,0.150679,-401.959861,-401.95315,-401.952206,-401.991043,27.429
19229,36236,gdb_36237,C#CCC1C2C3CC1C23,4.17865,1.10341,1.04038,0.9616,83.72,-0.2445,0.0583,0.3028,1202.162,0.159522,-348.667375,-348.659578,-348.658634,-348.70014,31.101
19230,63267,gdb_63268,CC1(C)OC(=O)C1(C)O,2.06828,1.5579,1.40305,3.3878,71.21,-0.257,0.0063,0.2633,1079.2723,0.155556,-460.203025,-460.193024,-460.19208,-460.237326,36.858
19231,48509,gdb_48510,O=CC12C3C4C1CC2N34,3.48978,1.66131,1.46494,2.2943,72.52,-0.2407,-0.0384,0.2022,906.0736,0.125057,-400.664911,-400.65823,-400.657286,-400.696329,26.148
19232,87541,gdb_87542,CC1OC11C2CN2C1=O,2.7994,1.49985,1.15777,4.6963,69.88,-0.2482,-0.0307,0.2175,1071.5249,0.122767,-437.838591,-437.830572,-437.829628,-437.871267,29.805
19233,13625,gdb_13626,CCC(O)C1CC1C,3.63828,1.17732,1.01858,1.4249,78.67,-0.2552,0.0753,0.3305,1264.5116,0.198577,-350.198775,-350.188878,-350.187933,-350.233456,36.151
19234,120169,gdb_120170,COCC1N2CC1(O)C2,3.2272,0.98759,0.88354,1.8621,77.05,-0.2447,0.0678,0.3124,1400.0276,0.169917,-440.186384,-440.1772,-440.176256,-440.221703,33.721
19235,30848,gdb_30849,CNc1c(nc([nH]1)O)N,2.8055,1.24406,0.91008,1.5667,72.21,-0.1697,0.0553,0.225,1263.3005,0.137111,-451.352172,-451.342787,-451.341843,-451.38639,34.224
19236,41597,gdb_41598,C1OC2C1N1CCCC21,2.79945,1.76153,1.63805,0.6036,76.85,-0.2076,0.07,0.2777,941.3593,0.174627,-403.105917,-403.098998,-403.098054,-403.137121,28.345
19237,110022,gdb_110023,CCC1C(C)OCC1=O,2.05441,1.55836,1.00193,1.9914,78.71,-0.2364,-0.0236,0.2128,1250.5905,0.181444,-424.258316,-424.248813,-424.247869,-424.292788,35.148
19238,70840,gdb_70841,CC12CC3(C)C4C(C14)C23,2.99364,1.73956,1.40751,0.0637,85.62,-0.2321,0.0954,0.3275,1019.7858,0.182721,-349.896342,-349.888627,-349.887683,-349.927714,32.301
19239,34816,gdb_34817,C#CC1C2NC1C21NC1,5.00916,1.09019,1.00606,2.0902,80.83,-0.2412,0.0436,0.2848,1185.6571,0.136296,-380.721414,-380.713766,-380.712821,-380.753327,30.358
19240,80276,gdb_80277,CC12NC(=N)OC1C2O,2.58001,1.60673,1.3253,3.4484,69.51,-0.2243,0.0493,0.2736,1020.898,0.135758,-455.140467,-455.131986,-455.131042,-455.173286,32.112
19241,9591,gdb_9592,CC1(NC1C=O)C#N,3.82248,1.29738,1.20315,2.4071,64.68,-0.2705,-0.0565,0.214,1010.9012,0.105613,-378.715834,-378.707746,-378.706801,-378.748573,28.377
19242,112016,gdb_112017,OCC1C=CC2CC12O,2.52592,1.59379,1.19363,2.7467,75.99,-0.2289,0.0167,0.2456,1078.0667,0.159338,-423.01145,-423.00307,-423.002126,-423.044046,33.113
19243,96022,gdb_96023,CC1CCCC1CC#N,2.53557,1.15076,0.90069,4.2369,85.43,-0.3086,0.0385,0.3471,1360.7945,0.195678,-367.25373,-367.244371,-367.243427,-367.288365,34.877
19244,48142,gdb_48143,C(C#CC#N)C(=O)C=O,6.67305,0.60495,0.55653,4.5271,74.72,-0.2767,-0.1219,0.1548,1786.6552,0.074429,-435.483972,-435.474987,-435.474042,-435.519496,29.633
19245,87763,gdb_87764,CC12CC1C1(CC1O)O2,3.73883,1.19146,1.03932,1.8992,76.52,-0.2216,0.0619,0.2835,1198.786,0.156932,-422.963631,-422.954871,-422.953927,-422.99671,33.879
19246,127935,gdb_127936,CN=C1NN=CC(C)=N1,3.69678,1.2061,0.91985,2.9876,83.3,-0.2178,-0.0666,0.1512,1263.2084,0.13619,-414.194344,-414.185693,-414.184748,-414.227846,31.452
19247,133412,gdb_133413,c1c(c(n[nH]c1=O)F)F,3.16274,1.39204,0.9666,1.0548,56.88,-0.2533,-0.076,0.1774,1047.877,0.065524,-537.962095,-537.955338,-537.954394,-537.993591,25.189
19248,53114,gdb_53115,CC#CC1C(C)CC1C,1.98775,1.2053,0.85176,0.1376,95.14,-0.2363,0.0563,0.2926,1491.0222,0.203766,-351.135932,-351.125096,-351.124152,-351.173356,38.824
19249,8643,gdb_8644,NC(CO)(C#C)C#N,2.56996,1.77669,1.41086,3.689,63.63,-0.2653,-0.0026,0.2627,922.6263,0.105222,-378.6755,-378.666734,-378.66579,-378.708416,31.591
19250,33858,gdb_33859,N#CC12CC1C1CC1N2,4.06128,1.30333,1.16634,4.946,76.4,-0.2382,0.0227,0.2609,1061.6996,0.138298,-380.849549,-380.842341,-380.841397,-380.880989,29.073
19251,47208,gdb_47209,O=C1OCC=CC11CN1,2.70261,1.7778,1.18094,3.5374,72.31,-0.2493,-0.0057,0.2437,1015.345,0.125942,-437.900361,-437.8929,-437.891955,-437.93267,28.29
19252,74433,gdb_74434,CC1=CC2(C)CN3C1C23,2.95439,1.57927,1.26322,1.5666,84.12,-0.2197,0.0122,0.2319,1081.1441,0.171211,-365.97825,-365.970237,-365.969293,-366.010175,32.25
19253,87024,gdb_87025,CC1OC1(C#C)C(N)=O,2.15588,1.53228,1.07836,2.5299,71.99,-0.249,0.0023,0.2513,1147.148,0.121132,-437.867414,-437.857971,-437.857027,-437.901525,34.685
